ID,label,calories,fat,protein,carbohydrate,sugar,potassium
1372,formerly,238.200,24.131,12.917,32.000,0.500,5.734
1373,casero,418.000,28.770,21.700,0.000,1.000,6.620
1374,hindshank,186.000,0.000,9.265,88.000,0.000,25.220
1375,nutrient,400.000,81.820,3.260,11.000,4.500,4.550
1376,deluxe,464.118,29.493,22.484,109.000,2.371,5.995
1377,orangecarrot,43.000,8.400,0.100,0.000,0.400,0.500
1378,pheasant,164.000,0.000,6.516,72.800,0.000,25.048
1379,chinese,142.486,13.600,31.720,61.000,1.238,4.697
1380,ale,34.000,8.700,0.000,0.000,0.000,0.000
1381,balsampear,25.167,0.997,0.270,0.000,1.767,2.530
1382,mortadella,311.000,0.000,25.390,56.000,0.000,16.370
1383,duoz,503.500,1.200,25.450,3.500,2.250,9.350
1384,alaskan,360.333,0.000,31.300,41.667,0.500,11.367
1385,parmesan,300.714,10.400,15.847,39.714,1.171,19.879
1386,dish,307.000,2.375,15.200,21.500,1.738,9.003
1387,ricura,445.000,21.860,16.110,0.000,1.200,8.810
1388,punchflavor,37.000,9.230,0.010,0.000,0.000,0.000
1389,niacin,25.000,5.030,0.080,0.000,0.000,0.250
1390,mueslix,355.000,25.500,5.400,0.000,8.300,9.000
1391,sulfate,158.000,0.700,9.985,0.000,3.900,13.985
1392,dumpling,67.667,0.501,2.797,12.556,0.544,3.571
1393,tail,387.000,0.000,34.650,113.000,0.000,17.375
1394,granulated,367.000,51.915,0.000,0.000,0.300,1.030
1395,dairy,199.500,32.940,22.490,29.500,9.400,12.075
1396,preserved,179.000,45.300,0.030,0.000,0.800,0.300
1397,dressing,267.423,8.360,23.384,76.000,3.300,8.000
1398,yellowtail,166.500,0.000,5.980,63.000,0.000,26.405
1399,premium,234.611,57.000,11.084,46.000,1.400,9.539
1400,carrabba,155.800,2.728,6.736,27.400,1.360,9.346
1401,roe,173.500,0.000,7.325,426.500,0.000,25.470
1402,scout,501.750,30.550,24.675,2.000,2.513,5.475
1403,ultraviolet,25.500,2.380,0.465,0.000,1.750,2.695
1404,cerdo,232.000,1.450,10.430,29.000,2.600,11.510
1405,vejalink,139.000,0.600,6.850,2.500,2.250,15.200
1406,surinamcherry,33.000,0.000,0.400,0.000,0.000,0.800
1407,marrow,786.000,0.000,84.400,0.000,0.000,6.700
1408,dinosaur,384.000,28.910,7.590,0.000,6.400,8.690
1409,pbm,235.667,24.463,12.700,32.000,0.000,5.883
1410,shortgrain,244.000,0.000,0.355,0.000,2.800,4.430
1411,samoa,489.000,35.800,25.800,2.000,4.400,3.500
1412,annatto,0.000,0.000,0.000,0.000,0.000,0.000
1413,colossal,287.667,28.650,5.203,0.000,2.133,3.163
1414,tea,469.000,95.290,19.300,0.000,8.500,20.210
1415,grasshopper,477.500,37.100,19.550,1.000,2.650,4.600
1416,sandwichtype,483.357,11.736,22.302,9.000,2.271,8.952
1417,burger,222.941,2.891,11.224,139.000,3.168,11.236
1418,zero,5.000,0.000,0.080,0.000,0.000,0.250
1419,grease,897.000,0.000,99.500,95.000,0.000,0.000
1420,peppercornflavored,110.000,0.140,3.800,47.000,0.000,17.210
1421,rye,338.429,1.353,22.300,9.000,11.693,9.975
1422,smore,396.500,34.100,10.695,0.000,5.400,6.750
1423,guava,379.000,6.571,18.500,10.000,2.363,5.480
1424,imported,222.823,0.000,14.661,2559.000,0.000,22.066
1425,sub,196.667,2.703,8.270,24.333,0.867,11.673
1426,sun,312.667,9.523,7.500,0.000,21.133,25.180
1427,section,44.333,10.863,0.097,0.000,0.400,0.613
1428,crust,326.938,37.570,15.654,19.222,2.095,10.533
1429,caffeine,352.000,10.580,0.500,0.000,0.000,14.420
1430,cornbread,333.333,20.340,9.013,57.000,5.417,6.698
1431,mixedgrain,251.000,2.647,3.233,0.000,3.200,9.533
1432,celtuce,18.000,0.000,0.300,0.000,1.700,0.850
1433,tendergreen,18.000,0.000,0.233,0.000,2.267,1.867
1434,wham,196.000,3.200,11.300,0.000,0.000,17.800
1435,condensed,73.262,54.400,2.317,34.000,6.800,2.741
1436,hash,199.333,0.629,9.999,32.000,2.627,2.909
1437,knockwurst,307.000,0.000,27.700,60.000,0.000,11.100
1438,nonbutterfat,178.000,4.680,16.570,5.000,0.000,3.250
1439,pumpernickel,297.750,0.378,3.175,0.000,6.750,10.150
1440,compressed,105.000,0.000,1.900,0.000,8.100,8.400
1441,strong,371.000,28.700,1.600,0.000,5.800,7.100
1442,popeye,266.231,10.830,15.480,87.231,3.800,19.242
1443,loma,164.444,0.700,6.944,1.000,3.633,19.000
1444,vinespinach,19.000,0.000,0.300,0.000,0.000,1.800
1445,naval,314.250,0.000,25.430,66.500,0.000,21.260
1446,anjou,64.000,9.635,0.120,0.000,3.050,0.385
1447,skallop,109.000,0.300,1.200,0.000,3.400,19.900
1448,vegetarian,118.778,2.429,18.000,0.000,2.856,10.510
1449,lasagne,191.000,2.770,11.060,31.000,1.300,10.480
1450,miniature,403.000,17.980,17.950,21.000,2.200,7.020
1451,pico,31.000,6.250,0.000,0.000,0.000,0.000
1452,lasagna,169.833,3.582,4.813,13.167,1.708,8.002
1453,longan,173.000,0.000,0.250,0.000,0.550,3.105
1454,narrow,25.000,0.220,0.000,0.000,4.500,1.180
1455,laver,35.000,0.490,0.280,0.000,0.300,5.810
1456,guacamole,138.000,0.000,8.910,15.000,0.000,4.780
1457,family,229.571,10.570,12.184,30.071,1.564,10.606
1458,sherbet,144.000,24.320,2.000,1.000,1.300,1.100
1459,goodbar,538.000,47.220,33.210,10.000,3.800,10.220
1460,chunky,593.000,52.500,51.470,5.257,1.443,3.336
1461,freezedried,313.167,40.770,2.883,0.000,21.267,19.300
1462,yokan,260.000,0.000,0.120,0.000,0.000,3.290
1463,herring,284.091,7.710,100.000,766.000,0.000,22.087
1464,select,196.529,29.200,9.798,77.225,7.400,25.131
1465,unbleached,364.333,0.627,1.303,0.000,2.500,10.513
1466,conventional,242.000,1.940,14.870,136.000,0.500,22.240
1467,mullet,133.500,0.000,4.325,56.000,0.000,22.080
1468,eye,198.357,0.000,11.038,72.486,0.000,24.393
1469,tutti,67.500,9.350,0.350,15.000,0.500,0.400
1470,pearl,358.000,3.350,0.020,0.000,0.900,0.190
1471,pollock,87.833,0.000,0.713,71.500,0.000,19.437
1472,lowfat,213.128,43.210,5.580,116.000,16.000,50.930
1473,chestnut,234.143,10.600,1.649,0.000,11.700,3.592
1474,flat,207.900,0.250,10.457,81.300,1.900,25.600
1475,wrapper,291.000,0.000,1.500,9.000,1.800,9.800
1476,flap,281.750,0.000,21.670,69.000,0.000,21.562
1477,testes,96.500,0.000,3.470,458.000,0.000,16.205
1478,cookietype,500.000,22.335,26.962,39.000,1.550,4.745
1479,musketeer,472.333,63.860,18.923,10.000,0.933,3.867
1480,brisk,35.000,8.690,0.000,0.000,0.000,0.000
1481,hen,212.750,0.000,14.098,101.875,0.000,20.069
1482,flax,431.500,14.812,64.630,0.000,11.100,9.135
1483,pectin,168.000,0.000,0.150,0.000,5.350,0.150
1484,stick,461.188,53.000,38.636,133.000,6.100,29.100
1485,loquat,47.000,0.000,0.200,0.000,1.700,0.430
1486,flan,177.250,23.150,2.188,90.000,0.000,2.618
1487,babyfood,503.000,68.650,28.570,94.000,12.200,25.400
1488,grill,146.750,1.817,5.498,28.625,1.700,11.745
1489,chardonnay,84.000,0.960,0.000,0.000,0.000,0.070
1490,gaucho,482.000,32.300,22.000,0.000,2.700,7.400
1491,malt,292.286,36.556,30.400,9.000,7.100,10.280
1492,dew,33.000,8.460,0.000,0.000,0.000,0.000
1493,tapioca,118.905,65.000,3.880,12.000,1.076,2.880
1494,kippered,208.250,0.000,11.492,54.250,0.000,25.742
1495,del,232.000,1.450,10.430,29.000,2.600,11.510
1496,croaker,162.500,0.000,7.920,72.500,0.200,17.990
1497,marble,369.118,35.710,32.612,69.588,2.900,14.282
1498,evian,0.000,0.000,0.000,0.000,0.000,0.000
1499,meatcaribou,258.000,0.000,18.600,89.000,0.000,21.700
1500,shark,134.667,0.000,6.777,37.333,0.000,14.267
1501,hamburger,250.792,11.060,10.559,30.458,1.533,12.784
1502,salted,404.607,23.880,23.103,912.000,3.975,13.042
1503,orangeflavor,174.600,92.310,0.500,0.000,3.800,3.600
1504,cascadian,388.333,22.993,4.560,0.000,9.000,7.793
1505,stinging,42.000,0.250,0.110,0.000,6.900,2.710
1506,autumn,338.000,12.400,1.400,0.000,11.200,12.000
1507,imitation,195.308,4.733,47.700,15.538,0.500,25.000
1508,purchased,202.889,0.950,5.236,73.000,1.444,6.599
1509,sharp,455.000,0.885,29.410,51.500,1.150,16.975
1510,species,129.129,0.800,4.021,96.194,0.400,20.078
1511,drained,53.827,52.200,14.080,142.000,2.195,29.130
1512,town,473.000,7.317,20.167,5.000,2.600,6.933
1513,allpurpose,362.000,0.206,0.978,0.000,2.700,10.242
1514,quesadilla,357.500,24.900,20.238,51.750,1.575,13.743
1515,freshly,24.000,0.000,0.180,0.000,2.300,1.210
1516,goat,233.500,4.450,15.998,62.167,0.000,20.313
1517,whopper,250.250,3.865,15.223,39.750,1.450,12.585
1518,sandwich,339.237,49.580,15.580,199.000,1.725,9.025
1519,petite,163.963,0.000,6.916,73.185,0.000,24.284
1520,pinyon,629.000,0.000,60.980,0.000,10.700,11.570
1521,unbaked,460.667,0.150,28.333,0.000,2.200,4.730
1522,krackel,512.000,52.530,26.580,11.000,2.200,6.620
1523,short,222.263,0.000,13.406,75.158,0.000,24.086
1524,panbroiled,210.217,0.000,11.118,85.304,0.000,26.449
1525,coat,607.000,0.000,56.440,0.000,9.300,17.950
1526,mothbean,192.333,0.000,0.903,0.000,0.000,12.853
1527,seco,325.000,0.550,24.350,78.000,0.000,24.510
1528,crowder,145.600,2.700,0.894,7.000,6.040,9.292
1529,halibut,142.667,0.000,6.695,60.167,0.000,19.425
1530,saccharin,360.000,85.190,0.600,0.000,2.500,3.300
1531,egg,243.840,28.910,10.953,2307.000,6.800,84.630
1532,turnover,235.000,7.870,9.450,20.000,1.600,10.240
1533,chopped,410.000,15.180,34.000,76.000,1.521,33.200
1534,infant,242.783,25.177,12.679,32.000,0.700,5.897
1535,mexican,250.471,69.400,14.197,105.000,8.000,11.716
1536,tagalong,558.000,30.900,35.300,0.000,3.500,8.100
1537,winged,131.125,0.000,16.320,0.000,25.900,10.739
1538,milkfish,169.000,0.000,7.680,59.500,0.000,23.425
1539,mission,287.000,0.000,6.000,0.000,0.000,8.700
1540,mousse,242.500,7.405,15.700,87.500,0.300,3.820
1541,enchirito,178.000,0.000,8.330,26.000,0.000,9.270
1542,dynobite,403.000,43.900,3.100,0.500,1.050,3.995
1543,shellie,30.000,0.630,0.190,0.000,3.400,1.760
1544,dough,366.174,38.040,14.088,32.000,1.448,5.979
1545,sugarcoated,474.000,62.500,17.930,0.000,2.500,10.000
1546,refried,97.500,1.306,6.930,6.000,4.940,5.146
1547,avenue,482.000,47.190,23.980,6.000,3.100,8.780
1548,brie,334.000,0.450,27.680,100.000,0.000,20.750
1549,style,37.333,1.603,0.277,0.000,2.933,1.857
1550,rolledtype,402.000,25.660,3.800,0.000,1.700,7.900
1551,sodium,166.233,85.190,49.900,110.000,14.200,55.300
1552,riki,464.000,10.410,19.500,0.000,2.400,7.190
1553,late,110.000,0.000,0.000,0.000,0.000,0.070
1554,pesto,101.000,1.400,3.800,2.000,2.400,3.800
1555,sauce,127.972,43.210,80.000,75.000,1.485,4.046
1556,eggnogflavor,95.000,12.660,3.020,11.000,0.000,2.930
1557,catfish,159.667,0.000,8.197,64.833,1.600,18.258
1558,nopale,15.500,1.135,0.070,0.000,2.100,1.335
1559,food,143.667,0.310,4.300,0.000,0.567,8.170
1560,sucker,105.500,0.000,2.645,47.000,0.000,19.125
1561,wasabi,109.000,0.000,0.630,0.000,7.800,4.800
1562,primary,884.000,0.000,100.000,0.000,0.000,0.000
1563,fluffy,304.250,15.800,13.600,0.000,0.550,4.025
1564,foot,201.250,0.000,13.315,90.500,0.000,19.033
1565,stewed,166.756,27.410,33.040,50.356,6.400,16.192
1566,coffeecake,367.286,42.520,14.914,39.143,1.786,5.871
1567,granadilla,97.000,11.200,0.700,0.000,10.400,2.200
1568,lettuce,168.696,2.152,7.308,22.913,1.557,9.810
1569,nugget,285.000,21.050,16.039,28.200,11.700,12.679
1570,denny,258.167,8.160,14.523,32.000,1.550,10.893
1571,slimabear,207.250,15.545,6.208,5.250,4.625,4.375
1572,flaxseed,661.250,31.290,60.913,0.000,27.300,18.290
1573,genoa,388.000,0.200,33.300,102.000,0.000,20.700
1574,heavy,900.000,11.590,100.000,137.000,1.500,0.511
1575,england,72.000,2.810,3.251,49.000,0.746,17.270
1576,weight,331.000,16.800,6.385,47.000,10.175,13.443
1577,garlicflavored,118.000,0.220,4.160,42.000,0.000,17.830
1578,house,400.600,5.915,17.199,79.000,2.193,8.391
1579,energy,386.000,7.777,10.790,4.000,6.700,21.910
1580,hard,413.500,62.900,100.000,108.000,12.200,11.745
1581,betty,393.000,41.300,5.800,0.000,0.000,1.950
1582,dryroasted,587.000,4.900,49.660,0.000,8.400,24.350
1583,farfalle,103.000,1.400,3.200,11.000,1.600,5.500
1584,boneles,186.270,4.690,9.589,75.224,0.900,24.372
1585,flower,20.429,2.400,0.103,0.000,0.900,1.393
1586,alcohol,208.000,11.467,0.460,0.000,5.500,58.130
1587,item,310.000,19.295,12.650,0.000,0.600,3.435
1588,pigeon,192.500,0.000,23.800,95.000,15.000,15.492
1589,raisinet,422.000,59.000,17.000,11.000,2.200,4.400
1590,granola,330.875,18.926,7.717,8.000,6.125,8.518
1591,krispy,392.857,20.533,4.277,1.000,1.229,5.679
1592,quince,57.000,0.000,0.100,0.000,1.900,0.400
1593,bistro,460.000,8.600,19.500,4.000,3.400,7.300
1594,fiber,256.286,14.888,3.516,2.000,19.607,6.077
1595,wisconsin,313.000,2.200,28.400,62.000,0.000,11.800
1596,capoff,128.333,0.000,4.427,50.000,0.000,22.140
1597,friday,271.857,1.650,14.996,46.571,4.100,14.896
1598,cherimoya,75.000,12.870,0.680,0.000,3.000,1.570
1599,base,235.500,5.280,18.740,64.000,0.000,10.255
1600,cookie,465.085,27.284,20.554,221.000,2.616,5.383
1601,acorn,509.000,0.340,31.410,20.000,1.800,3.659
1602,dishcloth,43.333,4.120,0.293,0.000,2.300,0.840
1603,ash,54.000,0.190,0.490,0.000,1.100,0.660
1604,basi,435.500,19.800,100.000,0.000,16.000,47.223
1605,mcchicken,256.500,3.865,10.835,24.500,1.350,10.755
1606,vitaman,381.000,20.270,3.440,0.000,3.400,6.410
1607,dip,135.000,1.550,8.733,7.667,0.633,2.920
1608,teaseed,884.000,0.000,100.000,0.000,0.000,0.000
1609,american,261.048,4.892,16.517,52.048,4.300,17.218
1610,cloudberry,51.000,0.000,0.800,0.000,0.000,2.400
1611,kung,129.000,3.030,6.980,26.000,1.500,9.760
1612,bumper,389.333,38.913,3.463,0.000,2.600,5.460
1613,mangosteen,73.000,0.000,0.580,0.000,1.800,0.410
1614,cruncher,488.000,46.540,24.380,9.000,1.900,6.860
1615,extender,313.000,0.000,2.970,0.000,17.500,38.110
1616,feed,65.250,6.930,3.377,1.000,0.700,1.730
1617,vlite,14.000,2.060,0.000,0.000,0.400,0.410
1618,usda,226.700,14.670,100.000,975.000,7.100,14.083
1619,famou,495.250,35.450,22.375,8.000,2.400,4.875
1620,netted,220.250,0.000,15.120,69.000,0.000,20.922
1621,vitasoy,70.312,2.900,3.395,0.000,0.700,7.463
1622,guar,332.000,0.000,0.500,0.000,77.300,4.600
1623,panque,418.000,28.770,21.700,0.000,1.000,6.620
1624,mcflurry,171.000,22.780,6.060,15.500,0.150,3.995
1625,cupu,884.000,0.000,100.000,0.000,0.000,0.000
1626,maple,333.278,31.456,3.409,1.000,5.089,7.946
1627,blanc,81.000,0.000,0.000,0.000,0.000,0.070
1628,horse,154.000,0.000,5.325,60.000,0.000,24.765
1629,jew,25.000,0.000,0.040,0.000,0.000,0.480
1630,blossom,322.000,23.390,3.000,0.000,18.900,7.500
1631,brisket,225.884,0.000,13.488,82.279,0.000,24.859
1632,scallion,32.000,2.330,0.190,0.000,2.600,1.830
1633,nonhydrogenated,880.000,0.000,99.500,0.000,0.000,0.000
1634,creamtype,178.000,4.680,16.570,5.000,0.000,3.250
1635,fuyu,116.000,0.000,8.000,0.000,0.000,8.150
1636,pitted,121.000,13.987,0.757,0.000,10.175,1.815
1637,syrup,130.211,77.590,22.000,109.000,1.332,7.560
1638,banana,164.038,76.570,33.600,51.000,12.600,16.500
1639,store,235.667,24.463,12.700,32.000,0.000,5.883
1640,semisweet,491.333,35.857,28.617,18.000,6.167,4.280
1641,cros,193.000,0.490,10.000,0.000,2.300,2.700
1642,tbone,219.529,0.000,12.938,70.647,0.000,24.088
1643,tostito,133.000,1.400,8.260,9.000,0.600,2.920
1644,lingenberry,55.000,0.000,0.500,0.000,0.000,0.400
1645,king,242.452,20.270,12.593,37.387,3.400,14.483
1646,tortellini,307.000,0.950,7.230,42.000,1.900,13.500
1647,john,267.500,4.713,11.745,23.500,1.975,11.515
1648,throttle,46.000,12.080,0.080,0.000,0.000,0.250
1649,double,292.571,38.500,15.204,36.214,10.600,13.613
1650,haddock,93.333,0.000,0.653,65.667,0.000,20.513
1651,stalk,28.000,0.000,0.350,0.000,0.000,2.980
1652,driedfrozen,476.000,0.000,30.340,0.000,4.200,47.940
1653,fudgetype,350.000,34.820,8.900,1.000,2.800,4.600
1654,currant,134.000,67.280,0.293,0.000,3.700,2.293
1655,alimentum,216.667,14.327,11.817,3.333,0.000,5.863
1656,crescent,482.000,26.000,20.500,0.000,1.600,5.100
1657,coleslaw,201.556,14.833,14.472,12.000,1.522,0.808
1658,multipurpose,884.000,0.000,100.000,0.000,0.000,0.000
1659,juicy,268.000,4.500,15.800,51.000,1.100,13.690
1660,wakame,45.000,0.650,0.640,0.000,0.500,3.030
1661,juice,65.454,57.400,13.260,221.000,2.900,27.750
1662,gala,57.000,10.370,0.120,0.000,2.300,0.250
1663,mountain,59.400,12.900,0.052,0.000,2.500,0.960
1664,fermented,130.333,0.000,8.867,0.000,0.000,10.733
1665,blanco,310.000,1.760,24.310,70.000,0.000,20.380
1666,lil,503.000,0.000,28.570,13.000,0.000,0.000
1667,thiamin,54.000,12.110,0.000,0.000,0.100,0.130
1668,moist,134.765,1.230,2.251,107.235,0.000,23.692
1669,caesar,272.000,5.228,16.339,24.800,1.080,8.839
1670,lip,197.000,0.000,10.647,73.292,0.000,24.788
1671,zucchini,18.125,1.376,0.242,0.000,1.000,1.336
1672,sugarles,268.000,0.000,0.400,0.000,2.400,0.000
1673,puree,111.000,16.220,0.207,0.000,2.367,1.800
1674,roseapple,25.000,0.000,0.300,0.000,0.000,0.600
1675,twirl,153.000,5.490,5.680,16.000,0.800,3.530
1676,salmon,189.449,0.000,100.000,485.000,0.000,23.753
1677,hyacinthbean,48.667,4.080,0.247,0.000,3.300,2.667
1678,mace,475.000,0.000,32.380,0.000,20.200,6.710
1679,charm,380.500,36.460,4.710,0.000,5.150,6.630
1680,plan,215.500,16.290,7.442,4.500,9.575,11.477
1681,eggo,268.529,9.941,9.014,16.088,13.200,6.043
1682,kat,519.000,51.320,26.915,10.000,1.450,6.375
1683,chard,19.667,1.100,0.120,0.000,1.933,1.853
1684,oyster,158.481,2.400,5.230,42.889,3.300,11.747
1685,butterball,204.000,0.000,10.300,58.000,0.300,17.000
1686,neosure,294.500,29.460,16.050,8.000,0.000,8.170
1687,raab,27.500,0.500,0.505,0.000,2.750,3.500
1688,traditional,161.556,49.600,12.100,6.000,2.500,4.148
1689,digiorno,264.875,5.100,10.794,21.625,2.450,12.749
1690,cinnamonspice,369.000,21.140,5.100,0.000,8.200,10.390
1691,bullseye,170.000,35.290,0.670,0.000,1.000,0.910
1692,striploin,230.000,0.000,15.065,62.500,0.000,23.210
1693,barrel,248.600,11.070,13.889,37.000,1.270,12.569
1694,blend,727.000,68.200,80.700,95.000,1.500,24.690
1695,tuber,91.000,0.000,0.625,0.000,1.150,6.145
1696,alfalfa,23.000,0.200,0.690,0.000,1.900,3.990
1697,chowder,65.043,3.600,2.857,4.174,0.974,2.340
1698,gold,318.500,24.720,19.510,6.500,2.900,7.025
1699,prepackaged,123.000,20.740,3.092,46.000,0.500,16.343
1700,blended,175.500,22.780,6.060,15.500,0.150,3.995
1701,cheerio,380.600,27.975,5.140,0.000,7.187,7.647
1702,moroccan,51.000,4.200,1.060,0.000,3.100,2.000
1703,carne,106.333,1.870,3.923,53.000,3.300,7.400
1704,melt,429.000,57.140,4.000,0.000,2.300,14.290
1705,fine,243.000,0.000,17.685,81.500,0.000,19.480
1706,blender,384.500,21.175,3.960,0.000,6.150,7.695
1707,giant,63.000,0.000,0.800,0.000,0.000,11.300
1708,roselle,49.000,0.000,0.640,0.000,0.000,0.960
1709,northern,142.917,21.320,52.990,146.000,7.304,8.409
1710,sockeye,171.750,0.000,6.662,71.333,0.000,27.314
1711,scooter,349.000,32.430,3.600,0.000,5.900,7.570
1712,applesauce,58.158,7.017,0.224,0.000,1.305,1.300
1713,colby,369.250,0.682,24.645,54.500,2.200,20.503
1714,yambean,37.333,1.800,0.090,0.000,4.900,0.720
1715,hip,162.000,2.580,0.340,0.000,24.100,1.600
1716,ovenroasted,106.500,0.265,4.020,37.500,0.000,15.690
1717,dandelion,37.000,0.943,0.633,0.000,3.100,2.233
1718,badufsuki,32.000,0.000,0.540,0.000,1.500,1.420
1719,sugarfree,358.000,39.000,5.100,44.000,2.000,35.800
1720,proces,276.048,5.054,18.749,63.000,0.300,18.751
1721,smartsoup,48.000,3.357,0.909,0.000,2.257,2.000
1722,batter,301.000,0.000,18.890,87.417,0.150,21.077
1723,breast,158.308,4.300,53.350,72.654,0.500,23.512
1724,defatted,368.000,18.880,48.000,0.000,17.500,43.108
1725,salut,352.000,0.570,28.200,123.000,0.000,23.780
1726,silk,69.214,8.147,1.948,0.000,0.461,2.189
1727,untreated,95.500,0.000,4.650,87.000,0.000,20.803
1728,icicle,14.000,0.000,0.100,0.000,1.400,1.100
1729,caramel,335.652,30.301,10.932,90.000,19.100,4.754
1730,common,595.000,8.920,53.760,96.000,4.283,9.536
1731,kiwano,44.000,0.000,1.260,0.000,0.000,1.780
1732,breading,252.694,0.000,15.133,109.750,1.500,22.452
1733,ara,233.100,23.585,12.259,17.000,0.700,5.783
1734,lion,850.000,0.000,94.000,162.333,0.000,17.808
1735,sourcream,547.000,0.000,37.000,3.000,1.200,6.600
1736,sea,239.769,5.400,94.000,390.000,14.700,15.981
1737,tender,173.590,3.330,7.265,66.692,4.300,23.047
1738,gouda,356.000,2.220,27.440,114.000,0.000,24.940
1739,arm,242.257,0.000,15.070,94.500,0.000,24.907
1740,empanada,335.000,1.840,18.370,26.000,2.000,11.310
1741,mechanically,253.000,0.000,21.393,138.714,0.000,14.023
1742,ritz,492.000,8.140,23.210,0.000,2.300,7.230
1743,expert,66.000,6.660,3.600,0.000,0.700,1.760
1744,guinea,134.000,0.000,4.460,68.500,0.000,22.020
1745,diluted,44.600,8.090,0.084,0.000,0.140,0.366
1746,elderberry,73.000,0.000,0.500,0.000,7.000,0.660
1747,fripat,209.000,1.400,9.100,2.000,2.800,23.700
1748,won,40.000,0.790,0.790,4.000,0.000,2.380
1749,wok,884.000,0.000,100.000,0.000,0.000,0.000
1750,kneel,195.000,3.740,2.210,0.000,0.000,4.290
1751,carbonated,26.913,13.750,0.100,0.000,0.000,0.420
1752,seeded,220.750,8.320,0.557,0.000,10.700,9.805
1753,salvadorena,374.000,24.900,17.120,59.000,0.700,7.120
1754,sole,78.000,0.000,2.150,50.500,0.000,13.825
1755,spray,563.667,3.750,59.563,0.000,0.000,0.260
1756,tacoflavor,480.000,0.000,24.200,0.000,5.300,7.900
1757,pepsi,0.000,0.000,0.000,0.000,0.000,0.000
1758,mammyapple,51.000,0.000,0.500,0.000,3.000,0.500
1759,keikito,467.000,25.810,25.240,0.000,1.200,6.810
1760,pitanga,33.000,0.000,0.400,0.000,0.000,0.800
1761,tootie,401.000,45.700,3.290,1.000,2.500,5.000
1762,mega,71.000,0.790,1.590,12.000,0.800,2.380
1763,restaurant,197.567,21.760,9.311,22.233,1.770,8.160
1764,archway,430.765,33.562,16.031,37.000,2.082,4.795
1765,portagen,285.500,30.700,13.240,2.500,0.000,9.915
1766,sensitive,238.667,25.617,12.943,7.000,0.000,5.113
1767,roman,172.500,0.000,0.608,0.000,12.750,11.812
1768,cubed,141.375,14.510,4.825,62.000,2.000,20.887
1769,eggplant,35.500,3.683,0.335,0.000,2.625,0.885
1770,vault,25.000,6.495,0.040,0.000,0.000,0.125
1771,shortcake,346.000,0.000,14.200,3.000,0.000,6.100
1772,limeade,52.000,13.270,0.000,0.000,0.000,0.000
1773,patty,251.464,44.300,14.693,53.893,5.700,17.835
1774,wheatbased,587.750,0.190,48.350,0.000,3.300,12.182
1775,loaf,220.280,8.460,13.767,62.080,2.600,17.540
1776,bell,213.273,1.036,10.054,18.909,2.927,8.526
1777,sweet,120.427,74.460,34.200,76.000,21.300,17.900
1778,weetabix,371.000,5.710,2.860,0.000,11.400,11.430
1779,newborn,290.000,32.195,15.240,0.000,0.000,6.090
1780,scallop,101.625,2.390,13.470,27.000,1.900,9.705
1781,dietary,446.125,39.810,17.363,0.000,4.200,5.138
1782,simply,397.667,16.867,14.367,23.667,2.933,6.667
1783,frosty,281.000,16.675,9.855,8.000,2.000,3.950
1784,crispy,306.133,58.940,14.840,46.467,7.800,14.747
1785,decorticated,588.333,0.480,52.403,0.000,15.133,18.123
1786,noir,82.000,0.000,0.000,0.000,0.000,0.070
1787,casaba,28.000,5.690,0.100,0.000,0.900,1.110
1788,devil,305.000,43.380,1.090,0.000,1.600,5.000
1789,velveeta,262.500,8.300,16.300,61.000,0.000,17.950
1790,frutti,67.500,9.350,0.350,15.000,0.500,0.400
1791,buttermilk,260.188,49.000,8.379,69.000,13.200,6.671
1792,natreon,884.000,0.000,100.000,0.000,0.000,0.000
1793,coarse,243.250,0.000,17.195,80.250,0.000,20.598
1794,napa,12.000,0.000,0.170,0.000,0.000,1.100
1795,southwesternstyle,189.000,4.940,1.230,6.000,2.500,4.940
1796,brick,371.000,0.510,29.680,94.000,0.000,23.240
1797,firm,81.529,0.519,4.095,0.000,0.818,9.320
1798,partly,211.500,0.000,14.013,70.500,0.000,21.315
1799,squirrel,134.667,0.000,3.900,68.000,0.000,23.767
1800,nabisco,424.250,27.630,13.950,0.000,2.625,6.000
1801,assorted,140.000,14.290,11.940,16.000,4.200,11.600
1802,fire,389.000,7.300,12.200,0.000,8.700,12.000
1803,liver,217.643,1.200,100.000,298.357,0.200,19.195
1804,krusteaz,418.000,40.000,10.300,0.000,1.700,5.600
1805,hormel,186.333,3.330,11.776,61.833,0.000,17.646
1806,raisincinnamon,258.000,14.050,2.005,0.000,2.800,8.390
1807,perrier,0.000,0.000,0.000,0.000,0.000,0.000
1808,sweetbread,209.250,0.000,17.040,272.000,0.000,14.043
1809,soba,217.500,0.000,0.405,0.000,0.000,9.720
1810,frozen,151.933,46.460,67.630,991.000,2.282,7.250
1811,belly,518.000,0.000,53.010,72.000,0.000,9.340
1812,straight,51.000,0.000,0.000,0.000,0.200,0.100
1813,batch,477.000,36.900,22.100,0.000,1.700,3.600
1814,sesame,462.233,31.170,30.825,11.000,16.900,14.903
1815,pace,45.684,6.118,1.560,0.000,18.800,4.170
1816,seed,229.833,38.900,61.210,86.000,77.300,12.887
1817,pressed,389.000,0.000,99.980,43.333,0.000,13.003
1818,enfacare,292.500,29.200,15.400,8.500,0.000,7.250
1819,loop,377.000,43.963,3.367,0.000,8.433,5.067
